training loss,validatation loss
0.0018041404350606172,0.00012631983085088503
0.001155960466076067,0.00014467739544959094
0.0007177002821345014,9.758656451739066e-05
0.0004386939059509132,4.7673727637088185e-05
0.00032959921906012825,6.727503064354324e-05
0.00034449519699137455,4.996755623949411e-05
0.0002948027116542562,4.201769765707639e-05
0.0002601089379658106,4.374330443255303e-05
0.00024575290903385396,5.574056918362657e-05
0.00022911205103753218,5.0342020358584705e-05
0.00020418850277337697,4.970891211542039e-05
0.00022927718936244901,4.428664521753945e-05
0.0002044943230202989,5.4999156304802455e-05
0.00022195548174920533,5.3037342075867856e-05
0.00020524885799829917,3.46957475187537e-05
0.00018376532905421073,5.351938555122615e-05
0.00020642449090019,3.929012732868386e-05
0.00019281618174090908,4.556304582052917e-05
0.00019333957439926052,7.892979110124543e-05
0.00017164547448430767,5.754268380542271e-05
0.0001858733806403734,6.662646759423297e-05
0.00018147639801128435,6.517334074942482e-05
0.00019242231443371337,5.744298083669719e-05
0.0002212796784962734,7.344945545497694e-05
0.00026266885364890414,5.547526047848812e-05
0.00018033202023190142,6.645719364399838e-05
0.0001739672440780282,4.819999553120624e-05
0.0001588984260317261,5.313634723052019e-05
0.0001581350353794164,3.5021870766627215e-05
0.0001830140172398842,5.422196159940995e-05
0.00013739862684104766,5.038647821606901e-05
0.0001680731240355726,5.210106000674841e-05
0.00015737599503694354,4.6630594160035346e-05
0.00017341309628179146,6.171295059971271e-05
0.00017534696949979888,5.501324562260379e-05
