training loss,validatation loss
0.14436401499435306,1.1986341148614883
0.11621357025578619,0.13342915661633015
0.10322383569553495,0.1104251615703106
0.10190689397975802,0.11514281295239925
0.09715807946398854,0.1120827417820692
0.09714768098667265,0.1257992632687092
0.09625136328861117,0.1187530905008316
0.08883314346894622,0.09699942283332348
0.08439554134383798,0.10294829346239567
0.08797967347316443,0.10852643102407455
0.08420715624466539,0.08659407328814268
0.08273531720042229,0.09220907352864742
0.07858754197135567,0.11420499347150326
0.07376111852936447,0.09017941989004612
0.07167055541649461,0.09089185893535615
0.06797609469853341,0.08535667583346367
0.07131715493276715,0.07105883322656155
0.06783156741410494,0.0678098843432963
0.06255404617637396,0.07253620438277722
0.06475991542451083,0.07987411879003048
0.06333799050189555,0.08252201844006776
0.06183771658688784,0.07299364116042853
0.05760889685712755,0.08044502567499875
0.06002025624737144,0.0905637664720416
0.057189260004088284,0.08742391038686037
0.0617210700456053,0.07956245727837086
0.05683720792643726,0.07936035878956318
0.054645690191537144,0.08477228228002787
0.05710137019865215,0.08867333587259055
0.05709115158766508,0.07688198182731867
0.055478448960930106,0.07520651686936616
0.05765564706642181,0.08088862262666226
0.05623413850553334,0.07731412593275308
0.056058291420340536,0.08230285793542862
0.05931706421077251,0.09040808249264956
0.05552110676188022,0.07989488653838635
0.05824028925038874,0.07874354850500823
0.054749177927151324,0.07178485915064811
0.05821936121210456,0.08196199592202902
0.057326993737369776,0.07434274796396494
0.057771285511553284,0.08650220818817615
0.05505765155889094,0.08198142461478711
0.05762381813954562,0.09219412300735712
0.055739999702200296,0.0929662661626935
0.05641207783482969,0.0711293552070856
0.055208019483834504,0.07596012335270644
0.05721166867762804,0.09178209491074085
0.055695970682427286,0.0911580117419362
0.0609883301332593,0.06347307106480002
0.055978020913898946,0.07599689345806837
0.055824548620730635,0.07979225814342499
0.06106080825440586,0.07917797043919564
0.05706753354519606,0.07315964922308922
0.05488778023514897,0.07680755835026502
0.05608146457467228,0.06791569087654352
0.056021108655259014,0.07328134719282389
0.0584699197113514,0.07519363146275282
0.05640471433289349,0.08351845853030682
0.05633512767031789,0.0825399812310934
0.057017876571044325,0.08433344662189483
0.05837487650103867,0.07556085288524628
0.05745306228287518,0.08645119778811931
0.058854782981798054,0.077632375061512
0.05895198315382004,0.0711006060242653
0.05654960419051349,0.08657643478363752
0.053261412205174566,0.07656151242554188
0.05599941498599947,0.07817822284996509
0.06106902123428881,0.09146351031959057
0.056240706304088235,0.08138252682983875
0.05805385313928127,0.07462488152086735
0.059155984641984106,0.08248630110174418
0.05871050367131829,0.08853938560932875
0.05792575892060995,0.07784065827727318
0.05773325201123953,0.0784868249669671
0.057435827455483375,0.08563842438161373
0.059301692321896554,0.08250132687389851
0.05386352390050888,0.08287210296839476
0.05926901758648455,0.07031916286796332
